context	ru	de	en	es	fr	it	ja	ko	zh_Hans	zh_Hant
hub1_fisherman_quest_6_31	большинство из нас становятся врачевателями, счетоводами, поэтами,	Die meisten von uns werden Heiler, Buchhalter, Dichter,	most of us become healers, accountants, poets,	la mayoría de nosotros nos convertimos en sanadores, contables, poetas,	La plupart d’entre nous deviennent guérisseurs, comptables, poètes,	la maggior parte di noi diventa guaritore, contabile, poeta,	ほとんどの者は癒し手や会計士、詩人になります。	대부분은 의사, 회계사, 시인이 되거나,	我们大多会成为医者、账房先生、诗人，	我們大多數人成為了治療師、會計師、詩人，
hub1_fisherman_quest_6_32	некоторые становятся историками.	einige werden Historiker.	some become historians.	algunos se hacen historiadores.	certains deviennent historiens.	alcuni diventano storici.	中には歴史家になる者もいます。	일부는 역사가가 돼요.	有些人会成为历史学家。	有些人成為了歷史學家。
hub1_fisherman_quest_6_33	Я даже встречал парочку адвокатов.	Ich habe sogar ein paar Anwälte getroffen.	I've even met a couple of lawyers.	Incluso conocí a un par de abogados.	J’ai même rencontré quelques avocats	Ho persino incontrato un paio di avvocati.	弁護士にだって二人ほど会ったことがあります。	변호사도 몇 명 봤어요.	我甚至还见过几个当律师的。	我甚至遇到過幾個律師。
hub1_fisherman_quest_6_34	Поэтому мои родители с детства обучали меня грамоте.	Deshalb haben meine Eltern mir von Kindheit an das Lesen und Schreiben beigebracht.	That's why my parents taught me literacy from childhood.	Por eso mis padres me enseñaron a leer y escribir desde pequeño.	C’est pourquoi mes parents m’ont appris à lire et à écrire dès mon enfance.	Per questo i miei genitori mi hanno insegnato a leggere e scrivere fin da piccolo.	ですから両親は幼い頃から私に読み書きを教えました。	그래서 부모님께서 어릴 때부터 글을 가르쳐 주셨어요.	所以我父母从小教我识字。	所以我的父母從小就教我讀寫。
hub1_fisherman_quest_6_35	ОК, лучше бы я не спрашивал.	Okay, ich hätte besser nicht gefragt.	OK, I wish I hadn't asked.	Vale, mejor no haber preguntado.	OK, j’aurais préféré ne pas demander	OK, avrei preferito non chiedere.	OK、聞かなきゃよかったぜ。	좋아, 물어보지 말 걸 그랬어.	行吧，我就不该问。	好吧，我真不該問的。
hub1_fisherman_quest_6_36	Все про тебя понятно, чудила.	Ich verstehe dich vollkommen, du Spinner.	I get you, weirdo.	Ya lo tengo todo claro contigo, bicho raro.	Je vois clair en toi, l'original.	Ho capito tutto di te, strano.	お前のこと、よくわかったぜ、変なやつ。	너에 대해서 다 알겠어, 괴짜야.	你是什么货色我算看透了，怪胎。	我算是看清你了，你這怪胎。
hub1_fisherman_quest_6_37	Что бы сказали твои родители, увидев тебя с таким как я?	Was würden deine Eltern sagen, wenn sie dich mit so einem wie mir sehen würden?	What would your parents say, seein' you with someone like me	¿Qué dirían tus padres si te vieran con alguien como yo?	Qu'auraient dit tes parents en te voyant avec quelqu'un comme moi	Cosa direbbero i tuoi genitori, vedendoti con uno come me.	お前の親父さんや親母さんが、俺みたいな奴とお前が一緒にいるのを見たら何て言うか。	네 부모님이 나 같은 놈과 함께 있는 널 보면 뭐라고 할까.	你父母要是看见你跟我这种货色混在一起会怎么说。	你爸媽要是看到你跟我這種人在一起，會說什麼？
hub1_fisherman_quest_6_38	Ловящим сранного угря посреди самого вонючего уголка Столицы? А?	Wie du einen verdammten Aal mitten im stinkendsten Winkel der Hauptstadt fängst? Hm?	Catchin' a shitty eel in the stinkiest corner of the capital? Huh?	¿Pescando una anguila de mierda en el rincón más apestoso de la Capital? ¿Eh?	À pêcher une putain d'anguille au milieu du coin le plus puant de la Capitale ? Hein ?	A pescare una fottuta anguilla nel posto più puzzolente della Capitale? Eh?	首都で一番臭い場所の真ん中で、くそったれのウナギを釣ってるのを見たら？な？	수도에서 가장 구린 구석에서 빌어먹을 장어나 잡고 있다고? 어?	在这帝都最臭的角落里钓他妈什么鳗鱼？嗯？	在首都最臭的角落抓著一條該死的鰻魚？嗯？
hub1_fisherman_quest_6_39	Ничего.	Nichts.	Nothing.	Nada.	Rien.	Niente.	何も。	아무것도.	他们不会说什么。	什麼都不會說。
hub1_fisherman_quest_6_40	Почему?	Warum?	Why?	¿Por qué?	Pourquoi ?	Perché?	なぜだ？	왜?	为什么？	為什麼？
hub1_fisherman_quest_6_41	Когда в нашу деревню пришли рабовладельцы…	Als die Sklavenhändler in unser Dorf kamen…	When the slavers came to our village…	Cuando los esclavistas llegaron a nuestra aldea…	Quand les esclavagistes sont arrivés dans notre village…	Quando gli schiavisti sono venuti nel nostro villaggio…	奴隷商人が僕たちの村に来た時…	노예상들이 우리 마을에 왔을 때…	当初奴隶贩子闯进我们村子时……	當奴隸販子來到我們村莊時……
hub1_fisherman_quest_6_42	мама и папа не захотели отдавать меня.	wollten Mama und Papa mich nicht hergeben.	Mom and Dad didn't want to give me up	mamá y papá no quisieron entregarme.	maman et papa n'ont pas voulu me laisser partir	mamma e papà non hanno voluto darmi via.	母さんも父さんも、僕を引き渡そうとしなかった。	엄마와 아빠는 날 내주길 원치 않았어.	爸爸妈妈不愿把我交出去。	我爸媽不願意把我交出去。
hub1_fisherman_quest_6_43	Их больше нет.	Sie sind nicht mehr da.	They are no longer with us.	Ya no están.	Ils ne sont plus là.	Non ci sono più.	彼らはもういない。	그분들은 이제 없어.	他们都不在了。	他們已經不在了。
hub1_fisherman_quest_6_44	Оу. Я немного перегнул. Извини.	Oh. Ich bin etwas zu weit gegangen. Entschuldige.	Oh. I went a little too far. Sorry.	Oh. Me he pasado un poco. Lo siento.	Oh. J'ai un peu dépassé les bornes. Désolé.	Oh. Ho esagerato un po'. Scusa.	おっと。言い過ぎた。悪かった。	아. 좀 지나쳤네. 미안.	呃。我说过头了。对不起。	喔。我說得有點過分了。抱歉。
hub1_fisherman_quest_6_45	Я так рад, что мы узнали друг друга лучше!	Ich bin so froh, dass wir uns besser kennengelernt haben!	I am so glad we got to know each other better!	¡Me alegro mucho de que nos hayamos conocido mejor!	Je suis si content que nous ayons appris à mieux nous connaître !	Sono così contento che ci siamo conosciuti meglio!	お互いをより深く知ることができて、本当に嬉しいよ！	서로를 더 잘 알게 되어서 정말 기뻐!	能更深入了解彼此我真是太高兴了！	我很高興我們更了解彼此了！
hub1_fisherman_quest_6_46	Мда, чувствую что ты от меня не отвалишь.	Tja, ich spüre, dass du mich nicht in Ruhe lassen wirst.	Well, I guess you ain't gonna leave me alone.	Mmm, veo que no te vas a despegar de mí.	Pfff, je sens que tu ne vas pas me lâcher	Mmh, sento che non mi mollerai.	ふん、てめえは俺から離れそうにないな。	흠, 넌 나한테서 떨어지지 않을 것 같아.	啧，感觉你是甩不掉我了。	嗯，我感覺你不會離開我了。
hub1_fisherman_quest_6_47	ЕПТ, УГОРЬ! НАКАНЕЦТА!	VERDAMMT, AAL! ENDLICH!	FUCK, AN EEL! FINALLY!	¡JODER, LA ANGUILA! ¡POR FIN!	PUTAIN, L'ANGUILLE ! ENFIN	CAZZO, ANGUILLA! FINALMENTE!	くそっ、ウナギ！　やっと捕まったぜ！	씨발, 장어다! 드디어!	操！鳗鱼！终于搞到了！	他媽的，鰻魚！終於找到了！
hub1_fisherman_quest_6_48	Ура! Мы сделали это!	Hurra! Wir haben es geschafft!	Hooray! We did it!	¡Hurra! ¡Lo hemos conseguido!	Hourra ! Nous l'avons fait !	Evviva! Ce l'abbiamo fatta!	やった！　私たち、やりましたね！	야호! 우리가 해냈어!	太好了！我们做到了！	太棒了！我們做到了！
hub1_fisherman_quest_7_1	О! Нефритовый угорь!	Oh! Ein Jadeaal!	Oh! A jade eel!	¡Oh! ¡Una anguila de jade!	Oh ! Une anguille de jade !	Oh! Un’anguilla di giada!	おお！　翡翠のウナギ！	오! 옥 같은 장어!	哦！玉鳗！	喔！玉鰻！
hub1_fisherman_quest_7_2	Спасибо вам, ребята.	Danke euch, Jungs.	Thank you, guys.	Gracias, chicos.	Merci, les gars	Grazie, ragazzi.	ありがとう、若い衆。	고마워요, 여러분.	谢谢你们，小伙子们。	謝謝你們，孩子們。
hub1_fisherman_quest_7_3	Надеюсь, моя просьба не доставила слишком много хлопот?	Ich hoffe, meine Bitte hat nicht zu viele Umstände gemacht?	I hope my request didn't cause too much trouble?	¿Espero que mi petición no os haya causado demasiados problemas?	J'espère que ma demande ne vous a pas causé trop de soucis ?	Spero che la mia richiesta non vi abbia causato troppi problemi?	わしの願いで、ずいぶん手間を取らせなかったか？	제 부탁이 너무 번거롭지 않았나요?	希望我的请求没给你们添太多麻烦吧？	希望我的請求沒有給你們帶來太多麻煩？
hub1_fisherman_quest_7_4	Что вы! Совсем нет. Мы были рады помочь.	Ach was! Überhaupt nicht. Wir haben gern geholfen.	Not at all! We were glad to help.	¡Qué va! Para nada. Nos ha encantado ayudar.	Mais non ! Pas du tout. Nous étions ravis de vous aider.	Ma che dice! Affatto. Siamo stati felici di aiutare.	とんでもない！　全然です。お手伝いできて嬉しいです。	뭘요! 전혀요. 도울 수 있어서 기뻤어요.	哪儿的话！一点都没有。我们很乐意帮忙。	哪裡的話！一點也不。我們很高興能幫忙。
hub1_fisherman_quest_7_5	Ты нас отправил к рыбаку. А его нет, он бухой!	Du hast uns zum Fischer geschickt. Aber er ist nicht da, er ist besoffen!	You sent us to the fisherman. And he ain't there, he's drunk!	Nos enviaste al pescador. ¡Y no estaba, estaba borracho!	Tu nous as envoyés chez le pêcheur. Mais il n'est pas là, il est bourré	Ci hai mandato dal pescatore. Ma non c'è, è ubriaco!	お前さん、俺たちを漁師のところへ行かせたが、あいつはいない、酔っぱらってやがる！	너는 우리를 낚시꾼한테 보냈어. 근데 걔 없더라, 술 취했어!	你让我们去找渔夫。结果他不在，喝得烂醉！	你把我們送到漁夫那裡。但他不在，他喝醉了！
hub1_fisherman_quest_7_6	И мы пошли в баню.	Und wir sind ins Bad gegangen.	So we went to the bathhouse.	Y fuimos a los baños.	Et nous sommes allés aux bains	E siamo andati ai bagni.	それで銭湯に行ったんだ。	그래서 우리는 목욕탕에 갔지.	然后我们去了澡堂。	然後我們去了澡堂。
hub1_fisherman_quest_7_7	Банщик отправил к травнице, потом обратно в баню,	Der Bademeister schickte uns zur Kräuterfrau, dann zurück ins Bad,	The bathhouse attendant sent us to the herbalist, then back to the bathhouse,	El encargado de los baños nos envió a la herborista, luego de vuelta a los baños,	Le baigneur nous a envoyés chez l'herboriste, puis de nouveau aux bains,	Il bagnino ci ha mandato dall'erborista, poi di nuovo ai bagni,	番台が薬売りのところへ行けと言うから、また銭湯に戻って、	목욕탕 주인은 약초사한테 보냈고, 다시 목욕탕으로,	澡堂伙计让我们去找药贩子，然后又回澡堂，	澡堂老闆把我們送到藥草師那裡，然後又回到澡堂，
hub1_fisherman_quest_7_8	потом поперлись к гейшам, потом к барахольщику!	dann zu den Geishas, dann zum Trödler!	then we went to the geishas, then to the junk dealer!	luego se fueron con las geishas, ¡y luego con el chatarrero!	puis on est allés voir les geishas, puis le brocanteur !	poi siamo andati dalle geisha, poi dal rigattiere!	それから芸者どものところに行って、それから古物商のところに行ったぜ！	그 다음엔 게이샤들한테 쳐들어갔다가, 그 다음엔 잡화점 주인한테 갔지!	然后我们他妈去了艺伎那儿，又去了收破烂的那儿！	然後就去找藝伎，接著又去找那個收破爛的！
hub1_fisherman_quest_7_9	И в итоге сами выловили эту сраную рыбу!	Und am Ende haben wir diesen Scheißfisch selbst gefangen!	And in the end, we caught that damn fish ourselves!	¡Y al final pescamos nosotros mismos ese puto pez!	Et au final, on a pêché nous-mêmes ce putain de poisson !	E alla fine abbiamo pescato noi stessi quel cazzo di pesce!	結局あのクソ魚は自分たちで釣り上げちまった！	그러다가 결국 우리가 그 빌어먹을 물고기를 직접 잡았어!	结果我们自己钓到了这操蛋的鱼！	結果我們自己釣到了那條該死的魚！
